student_id,month,inflows,outflows,avg_balance,overdraft_events,late_fees_count
S000007,2024-10,1720.37,1782.41,504.6,1,0
S000007,2024-11,2188.05,1718.84,542.14,0,1
S000007,2024-12,1291.99,1702.61,509.29,0,0
S000007,2025-01,1451.23,1426.96,511.23,0,0
S000008,2023-01,1342.85,1393.47,379.62,0,0
S000008,2023-06,933.89,1350.49,346.29,0,0
S000008,2023-09,1272.51,848.87,380.19,0,0
S000008,2023-11,1223.9,1451.76,361.96,0,0
S000008,2024-09,830.18,1421.51,314.65,0,0
S000009,2023-01,843.37,1068.25,89.71,0,0
S000009,2023-01,590.92,673.79,85.56,0,0
S000009,2023-02,572.09,685.09,80.67,0,0
S000009,2023-02,412.33,274.91,87.54,0,0
S000009,2023-03,1265.09,326.02,155.79,0,0
S000009,2023-03,258.21,510.35,143.19,0,0
S000009,2023-03,336.61,0.0,172.62,0,0
S000009,2023-04,1362.32,788.84,201.67,0,0
S000009,2023-04,277.06,311.82,199.93,0,1
S000009,2023-05,336.49,1502.41,108.4,0,0
S000009,2023-05,208.61,88.38,114.41,0,0
S000009,2023-05,358.21,124.95,120.06,0,0
S000009,2023-05,645.04,229.68,129.17,0,0
S000009,2023-06,1412.8,1132.92,130.79,0,0
S000009,2023-06,15.12,249.75,119.06,0,0
S000009,2023-06,36.81,406.97,112.28,0,0
S000009,2023-06,335.67,148.44,140.15,0,0
S000009,2023-07,1531.23,1077.23,167.11,0,0
S000009,2023-07,337.88,345.31,166.74,0,0
S000009,2023-08,1043.6,1489.01,131.48,0,0
S000009,2023-08,73.39,209.5,124.67,0,0
S000009,2023-08,512.44,236.67,145.27,0,0
S000009,2023-08,577.23,0.0,160.34,0,0
S000009,2023-09,666.83,1301.48,80.7,0,0
S000009,2023-09,567.43,161.08,101.02,0,0
S000009,2023-10,602.43,1353.12,20.65,0,0
S000009,2023-11,1281.1,1365.88,13.87,0,0
S000009,2023-12,1203.24,1774.02,-31.8,1,1
S000009,2023-12,370.94,0.0,-13.25,0,0
S000009,2023-12,0.0,277.31,-45.66,0,0
S000009,2023-12,0.0,464.09,-55.0,1,0
S000009,2024-01,951.69,1274.22,-57.6,1,0
S000009,2024-01,353.85,89.35,-44.37,0,0
S000009,2024-01,269.43,0.0,-44.13,1,0
S000009,2024-02,618.0,1097.15,-95.93,1,0
S000009,2024-02,153.72,422.77,-109.38,0,0
S000009,2024-02,458.62,98.32,-77.91,0,0
S000009,2024-03,1170.4,1550.75,-126.36,1,0
S000009,2024-03,240.0,81.51,-118.43,0,0
S000009,2024-03,604.75,720.67,-132.15,0,0
S000009,2024-03,372.29,342.5,-124.87,0,0
S000009,2024-04,1243.71,1485.3,-145.68,1,0
S000009,2024-04,0.0,388.65,-165.12,0,0
S000009,2024-04,275.86,667.23,-165.25,0,0
S000009,2024-05,984.46,1135.96,-157.8,1,1
S000009,2024-05,149.84,111.86,-155.91,0,0
S000009,2024-05,108.34,199.5,-162.36,0,0
S000009,2024-06,880.81,1283.62,-190.03,1,1
S000009,2024-06,417.51,424.86,-190.4,0,0
S000009,2024-07,562.9,1804.58,-289.36,0,0
S000009,2024-07,178.24,475.98,-304.25,0,0
S000009,2024-08,1281.11,604.49,-235.24,1,0
S000009,2024-08,139.36,874.05,-271.97,0,0
S000009,2024-08,446.53,35.78,-214.7,0,0
S000009,2024-08,120.68,237.25,-241.06,0,0
S000009,2024-09,512.57,1112.87,-283.26,1,1
S000009,2024-09,264.09,132.79,-276.69,0,0
S000009,2024-09,179.68,622.05,-305.38,0,0
S000009,2024-10,1110.65,1212.65,-291.42,1,0
S000009,2024-10,239.52,228.47,-290.87,0,0
S000009,2024-11,1412.26,1707.94,-315.07,1,0
S000009,2024-11,538.51,199.07,-298.1,0,0
S000009,2024-11,305.96,488.08,-324.18,0,0
S000009,2024-12,1242.39,941.67,-291.02,1,1
S000009,2024-12,357.94,466.06,-296.42,0,0
S000009,2024-12,176.72,113.35,-287.85,0,0
S000009,2025-01,1744.88,1683.83,-286.13,1,0
S000009,2025-01,99.06,306.84,-296.52,0,0
S000010,2023-01,1643.26,1236.99,442.49,0,0
S000010,2023-02,1022.58,1628.78,393.99,0,0
S000010,2023-03,941.14,1470.98,351.61,0,0
S000010,2023-04,1967.19,1383.79,398.28,0,0
S000010,2023-05,1755.17,1705.88,402.22,0,0
S000010,2023-06,2069.74,977.38,489.61,0,0
S000010,2023-07,1881.84,1463.82,523.05,0,1
S000010,2023-08,2683.95,1533.59,615.08,0,0
S000010,2023-09,870.57,1240.2,585.51,0,0
S000010,2023-10,1363.55,1518.99,573.07,0,0
S000010,2023-11,1722.42,1935.86,556.0,1,2
S000010,2023-12,1229.41,1093.36,566.88,0,0
S000010,2024-01,1225.19,961.53,587.98,0,0
S000010,2024-02,1016.94,1293.78,565.83,0,0
S000010,2024-03,851.38,2337.5,446.94,0,0
S000010,2024-04,1550.56,1062.02,486.02,1,1
S000010,2024-05,1116.6,134.86,564.56,0,0
S000010,2024-06,1717.18,1184.59,607.17,0,0
S000010,2024-07,907.72,1824.01,533.86,0,0
S000010,2024-08,1407.52,2130.36,476.04,0,0
S000010,2024-09,2616.75,989.32,606.23,1,0
S000010,2024-10,2047.32,989.74,690.84,1,1
S000010,2024-11,1060.74,961.48,698.78,0,0
S000010,2024-12,1447.03,1157.83,721.91,0,0
S000010,2025-01,2119.33,1514.55,770.3,0,0
S000011,2023-01,1891.23,1531.96,459.18,0,0
S000011,2023-02,1880.23,1183.03,514.96,0,0
S000011,2023-03,2136.72,1094.13,598.36,0,1
S000011,2023-04,950.71,1269.87,572.83,0,0
S000011,2023-05,1119.16,1166.33,569.06,0,0
S000011,2023-06,1582.87,2340.72,508.43,0,0
S000011,2023-07,1699.01,1965.28,487.13,0,0
S000011,2023-08,1688.94,1172.14,528.47,0,0
S000011,2023-09,1999.16,1575.79,562.34,0,0
S000011,2023-10,2491.94,715.48,704.46,0,0
S000011,2023-11,1027.09,953.92,710.31,0,0
S000011,2023-12,1766.66,885.53,780.8,0,0
S000011,2024-01,1991.32,992.94,860.67,0,0
S000011,2024-02,1698.79,1167.84,903.15,0,0
S000011,2024-03,1366.32,1366.51,903.13,0,0
S000011,2024-04,885.32,699.76,917.98,0,0
S000011,2024-05,1635.48,1121.76,959.08,0,0
S000011,2024-06,1925.4,1388.13,1002.06,0,0
S000011,2024-07,1186.43,2089.42,929.82,0,0
S000011,2024-08,1270.87,1148.97,939.57,0,0
S000011,2024-09,923.17,1100.54,925.38,0,0
S000011,2024-10,1416.81,784.7,975.95,0,0
S000011,2024-11,1122.85,1914.25,912.64,0,0
S000011,2024-12,1116.48,1152.09,909.79,2,0
S000011,2025-01,1645.32,1868.1,891.97,0,0
S000012,2023-01,2105.92,1862.06,509.98,0,0
S000012,2023-02,1832.81,1678.01,522.36,0,0
S000012,2023-03,2026.3,1713.58,547.38,0,0
S000012,2023-04,2247.24,1691.87,591.81,0,0
S000012,2023-05,2391.32,2647.5,571.31,0,0
S000012,2023-06,1967.9,1651.75,596.6,0,0
S000012,2023-07,2610.22,2084.95,638.63,0,0
S000012,2023-08,1850.3,1793.01,643.21,0,0
S000012,2023-09,2201.8,1964.12,662.22,0,0
S000012,2023-10,1614.57,1831.14,644.9,0,0
S000012,2023-11,1365.78,1526.17,632.07,0,0
S000012,2023-12,2501.94,2120.04,662.62,0,0
S000012,2024-01,2234.64,1835.74,694.53,0,0
S000012,2024-02,2470.13,1790.02,748.94,0,0
S000012,2024-03,2303.06,1694.52,797.62,0,0
S000012,2024-04,1356.99,1773.52,764.3,1,0
S000012,2024-05,1843.07,1839.96,764.55,0,0
S000012,2024-06,2358.56,1745.8,813.57,0,0
S000012,2024-07,2036.31,1852.53,828.27,0,0
S000012,2024-08,2134.91,1706.07,862.58,0,0
S000012,2024-09,2047.25,2003.3,866.1,1,1
S000012,2024-10,1205.44,2294.76,778.95,0,0
S000012,2024-11,1646.58,2258.99,729.96,0,0
S000012,2024-12,1980.36,1794.5,744.83,0,0
S000012,2025-01,2425.3,1543.27,815.39,0,0
S000013,2023-05,1699.23,1817.42,218.84,0,1
S000013,2023-07,1583.82,2575.59,139.5,0,0
S000013,2023-11,1491.19,1417.38,145.41,0,0
S000013,2024-01,1516.42,2125.39,96.69,0,0
S000013,2024-02,1546.56,1581.77,93.87,0,0
S000013,2024-05,2325.64,1764.25,138.79,0,0
S000013,2024-12,2720.13,1360.18,247.58,0,0
S000013,2025-01,2591.09,2119.2,285.33,0,0
S000014,2023-01,2811.05,3086.18,57.61,1,0
S000014,2023-02,1427.91,1908.46,19.17,0,0
S000014,2023-03,3087.05,3225.71,8.08,0,0
S000014,2023-04,2782.35,2899.23,-1.27,1,0
S000014,2023-05,4024.44,3282.56,58.08,0,0
S000014,2023-06,1910.47,3216.17,-46.38,0,0
S000014,2023-07,2544.76,1773.97,15.28,1,1
S000014,2023-08,2066.85,1867.51,31.23,0,0
S000014,2023-09,3436.95,2181.08,131.7,0,0
S000014,2023-10,2802.78,3424.8,81.94,0,0
S000014,2023-11,2636.19,1924.11,138.9,0,0
S000014,2023-12,2548.81,2650.67,130.75,0,0
S000014,2024-01,1983.51,2309.53,104.67,0,1
S000014,2024-02,2340.33,2613.92,82.79,1,0
S000014,2024-03,2441.24,2931.89,43.53,0,0
S000014,2024-04,3655.81,2913.81,102.89,0,0
S000014,2024-05,2630.3,1407.21,200.74,0,0
S000014,2024-06,3545.49,2633.4,273.71,0,0
S000014,2024-07,2234.23,2821.16,226.75,0,0
S000014,2024-08,2926.91,2738.57,241.82,1,0
S000014,2024-09,2603.18,2162.79,277.05,0,1
S000014,2024-10,2951.04,2116.28,343.83,0,0
S000014,2024-11,3306.94,2231.2,429.89,0,0
S000014,2024-12,3541.91,3094.4,465.69,0,0
S000014,2025-01,2933.79,3100.76,452.33,0,1
S000015,2023-01,872.74,609.11,350.6,0,0
S000015,2023-02,608.69,404.97,366.9,0,0
S000015,2023-03,684.35,547.78,377.83,0,0
S000015,2023-04,913.16,857.84,382.25,0,0
S000015,2023-05,754.58,526.19,400.52,0,0
S000015,2023-06,727.47,780.74,396.26,0,0
S000015,2023-07,878.95,914.0,393.45,0,0
S000015,2023-08,1257.15,640.32,442.8,0,0
S000015,2023-09,857.31,448.46,475.51,1,1
S000015,2023-10,615.44,366.77,495.4,0,0
S000015,2023-11,601.58,803.93,479.22,0,0
S000015,2023-12,783.49,620.51,492.25,0,0
S000015,2024-01,881.15,708.29,506.08,0,0
S000015,2024-02,1006.07,616.01,537.29,0,0
S000015,2024-03,463.85,690.05,519.19,0,0
S000015,2024-04,853.15,695.73,531.79,0,0
S000015,2024-05,968.76,635.61,558.44,0,0
S000015,2024-06,499.32,521.24,556.68,0,0
S000015,2024-07,402.67,788.58,525.81,0,0
S000015,2024-08,779.23,568.85,542.64,0,0
S000015,2024-09,1235.59,476.98,603.33,0,1
S000015,2024-10,754.71,356.68,635.17,0,0
S000015,2024-11,840.67,922.09,628.66,0,0
S000015,2024-12,412.71,812.62,596.67,0,2
S000015,2025-01,621.44,752.81,586.16,0,0
S000016,2023-01,1093.46,994.7,79.58,0,1
S000016,2023-01,392.27,534.53,72.47,0,0
S000016,2023-02,1082.85,1104.97,77.82,0,0
S000016,2023-03,1197.56,1023.83,91.71,0,0
S000016,2023-03,498.85,88.0,112.26,0,0
S000016,2023-04,1108.47,974.7,102.41,0,0
S000016,2023-04,356.27,196.84,110.39,0,0
S000016,2023-04,205.39,476.27,88.87,0,0
S000016,2023-05,1080.39,1063.12,103.8,0,0
S000016,2023-05,0.0,173.62,95.12,0,0
S000016,2023-05,126.05,332.61,93.47,0,0
S000016,2023-06,1155.69,1044.82,112.67,0,0
S000016,2023-07,1281.46,886.33,144.28,0,0
S000016,2023-07,71.28,0.0,147.84,0,0
S000016,2023-07,334.33,171.18,152.43,0,1
S000016,2023-07,100.73,366.0,131.01,0,0
S000016,2023-08,1060.33,1027.4,146.91,0,0
S000016,2023-09,1210.16,949.57,167.76,0,0
S000016,2023-10,1032.98,1002.12,170.23,1,1
S000016,2023-10,405.9,300.08,175.52,0,0
S000016,2023-10,233.79,0.0,181.92,0,0
S000016,2023-10,513.2,132.33,189.27,0,0
S000016,2023-11,1212.99,996.0,187.58,0,0
S000016,2023-11,444.21,263.21,196.63,0,0
S000016,2023-11,334.24,362.52,186.17,0,0
S000016,2023-12,1185.11,1065.93,197.12,0,0
S000016,2023-12,0.0,654.2,164.41,0,0
S000016,2024-01,1082.66,1110.5,194.89,0,0
S000016,2024-01,695.81,641.21,197.62,0,0
S000016,2024-01,279.91,642.28,176.77,0,0
S000016,2024-02,1108.34,1067.03,198.2,0,0
S000016,2024-03,1203.29,1057.77,209.84,0,0
S000016,2024-03,35.09,88.43,207.17,0,0
S000016,2024-03,263.5,576.39,194.19,0,0
S000016,2024-04,1137.25,1121.55,211.09,2,2
S000016,2024-04,111.14,424.02,195.45,0,0
S000016,2024-05,1143.91,1025.21,220.59,0,0
S000016,2024-05,479.13,454.13,221.84,0,0
S000016,2024-06,1071.92,1102.31,218.16,0,0
S000016,2024-06,299.52,402.03,213.03,0,0
S000016,2024-07,1255.8,995.19,239.01,0,0
S000016,2024-07,460.28,0.0,262.02,2,0
S000016,2024-07,135.75,148.87,238.35,0,0
S000016,2024-08,1149.39,952.81,254.74,1,1
S000016,2024-08,345.25,156.66,264.16,0,0
S000016,2024-09,957.17,864.3,262.16,1,0
S000016,2024-10,1199.59,1258.18,257.48,0,0
S000016,2024-11,1142.62,1002.37,268.7,0,0
S000016,2024-11,177.48,0.0,277.57,0,1
S000016,2024-12,944.32,949.1,268.32,0,0
S000016,2024-12,340.0,79.29,281.35,0,0
S000016,2025-01,1001.49,1008.1,267.79,0,0
S000017,2023-01,1951.34,1584.36,211.45,0,0
S000017,2023-02,2200.79,2424.5,193.56,0,0
S000017,2023-03,2300.71,2280.69,195.16,0,0
S000017,2023-04,1816.9,2412.69,147.5,0,0
S000017,2023-05,2175.31,1793.05,178.08,0,0
S000017,2023-06,2602.3,2471.72,188.52,0,0
S000017,2023-07,2357.1,2514.62,175.92,0,1
S000017,2023-08,2169.28,2238.35,170.4,0,1
S000017,2023-09,2357.82,1944.65,203.45,0,0
S000017,2023-10,2007.22,2266.1,182.74,0,0
S000017,2023-11,1998.57,2149.54,170.66,0,0
S000017,2023-12,2865.68,2490.82,200.65,0,0
S000017,2024-01,2077.13,1961.17,209.93,0,0
S000017,2024-02,2745.39,2041.33,266.25,1,1
S000017,2024-03,2630.97,1993.0,317.29,1,1
S000017,2024-04,1823.66,2578.78,256.88,0,0
S000017,2024-05,1554.11,2285.15,198.4,0,0
S000017,2024-06,2301.05,2454.98,186.08,0,1
S000017,2024-07,2330.91,2014.36,211.41,0,0
S000017,2024-08,2735.94,2590.95,223.01,0,0
S000017,2024-09,2349.13,1640.26,279.71,0,0
S000017,2024-10,2305.26,1842.46,316.74,2,1
S000017,2024-11,2231.1,2569.05,289.7,0,0
S000017,2024-12,2276.02,1870.84,322.12,0,0
S000017,2025-01,2712.04,2087.46,372.08,0,0
S000018,2023-01,3289.89,1973.81,228.92,0,1
S000018,2023-02,1410.58,2221.67,164.03,0,0
S000018,2023-03,2130.19,3252.54,74.24,0,1
S000018,2023-04,2114.62,2019.04,81.89,0,0
S000018,2023-05,2955.02,1187.04,223.33,0,0
S000018,2023-06,3259.26,846.48,416.35,1,0
S000018,2023-07,3316.92,2958.28,445.04,0,0
S000018,2023-08,3122.95,3200.42,438.84,0,0
S000018,2023-09,3011.66,2145.75,508.12,0,0
S000018,2023-10,2922.63,3446.28,466.22,0,0
S000018,2023-11,2600.78,2275.85,492.22,0,0
S000018,2023-12,3055.43,2130.41,566.22,0,0
S000018,2024-01,1462.9,903.13,611.0,0,0
S000018,2024-02,3336.4,2712.81,660.89,0,0
S000018,2024-03,3016.51,3495.81,622.54,0,0
S000018,2024-04,3570.18,1788.52,765.08,0,0
S000018,2024-05,4319.88,1516.01,989.39,0,0
S000018,2024-06,3180.58,3903.66,931.54,0,0
S000018,2024-07,2625.29,2109.52,972.8,0,0
S000018,2024-08,3385.95,2121.32,1073.97,0,0
S000018,2024-09,3140.2,1737.26,1186.21,0,0
S000018,2024-10,2074.99,1943.7,1196.71,0,0
S000018,2024-11,2805.16,497.27,1381.34,0,0
S000018,2024-12,3500.88,2060.3,1496.59,0,1
S000018,2025-01,3028.08,2950.86,1502.77,1,0
S000019,2023-01,1321.16,1257.63,423.69,1,0
S000019,2023-02,1292.34,1631.84,396.53,0,0
S000019,2023-03,1666.99,1951.98,373.73,0,0
S000019,2023-04,1542.76,1216.77,399.81,0,0
S000019,2023-05,1173.78,1538.02,370.67,0,0
S000019,2023-06,1346.98,1412.82,365.4,0,0
S000019,2023-07,1284.76,1428.45,353.91,0,0
S000019,2023-08,1713.37,1750.73,350.92,0,0
S000019,2023-09,1221.3,1343.85,341.12,0,0
S000019,2023-10,1101.11,1642.96,297.77,0,0
S000019,2023-11,1811.09,1407.88,330.02,1,0
S000019,2023-12,1306.41,1444.64,318.97,0,0
S000019,2024-01,1405.82,1069.8,345.85,0,0
S000019,2024-02,1222.38,1267.08,342.27,0,0
S000019,2024-03,1498.82,1455.95,345.7,0,0
S000019,2024-04,1324.85,1342.24,344.31,0,0
S000019,2024-05,1825.68,1201.79,394.22,0,0
S000019,2024-06,2023.7,1687.55,421.11,0,0
S000019,2024-07,1648.7,1104.47,464.65,1,0
S000019,2024-08,927.47,1140.51,447.61,0,0
S000019,2024-09,1963.7,1812.55,459.7,0,1
S000019,2024-10,1384.41,1443.41,454.98,0,0
S000019,2024-11,1914.24,1423.69,494.22,0,0
S000019,2024-12,1799.02,1154.39,545.79,0,0
S000019,2025-01,1472.7,1487.42,544.62,0,0
S000020,2023-01,919.86,732.81,334.0,0,0
S000020,2023-02,495.53,972.57,295.84,0,0
S000020,2023-03,739.92,615.7,305.77,0,0
S000020,2023-04,597.75,739.38,294.44,1,0
S000020,2023-06,685.04,908.98,276.53,0,1
S000020,2023-07,954.67,606.65,304.37,0,0
S000020,2024-08,720.98,754.93,301.65,0,0
S000020,2024-10,765.6,894.34,291.35,0,0
S000021,2023-01,1356.38,1173.92,115.15,1,0
S000021,2023-02,1611.32,1721.82,106.31,1,0
S000021,2023-03,1461.21,903.49,150.93,0,0
S000021,2023-04,1729.37,1348.38,181.41,1,0
S000021,2023-05,1973.6,1284.54,236.53,0,0
S000021,2023-06,1542.38,1495.04,240.32,0,0
S000021,2023-07,1623.01,1352.5,261.96,0,1
S000021,2023-08,1320.66,1185.73,272.75,1,0
S000021,2023-09,1431.82,1629.77,256.92,0,0
S000021,2023-10,1633.11,1489.92,268.37,0,0
S000021,2023-11,1650.96,1354.95,292.05,0,0
S000021,2023-12,1393.97,1708.08,266.93,1,0
S000021,2024-01,1782.53,1426.93,295.37,0,0
S000021,2024-02,1343.12,1234.38,304.07,0,0
S000021,2024-03,1515.54,1648.61,293.43,0,0
S000021,2024-04,1495.23,1439.75,297.87,0,0
S000021,2024-05,1262.36,1656.04,266.37,0,0
S000021,2024-06,1286.7,1468.97,251.79,0,0
S000021,2024-07,1469.54,1386.44,258.44,0,0
S000021,2024-08,1772.19,1328.63,293.92,0,0
S000021,2024-09,1356.12,1760.81,261.55,0,1
S000021,2024-10,1297.0,1888.48,214.23,0,0
S000021,2024-11,1409.5,1688.18,191.94,0,0
S000021,2024-12,1381.43,1431.85,187.9,1,0
S000021,2025-01,1487.85,1476.91,188.78,0,0
S000022,2023-01,3247.47,2448.83,252.34,0,0
S000022,2023-02,2856.17,2613.54,271.75,0,1
S000022,2023-03,2846.55,2264.53,318.31,0,0
S000022,2023-04,2818.58,2035.34,380.97,1,1
S000022,2023-05,2913.44,2610.19,405.23,0,0
S000022,2023-06,2694.59,2284.59,438.03,2,1
S000022,2023-07,2647.02,2977.11,411.62,0,0
S000022,2023-08,2961.6,2556.83,444.0,0,0
S000022,2023-09,3206.32,2347.63,512.7,0,0
